"Year","Offence_Type","Gender_Accused","Relationship_Type","Total_Offences","Cleared_Offences","Clearance_Rate"
"2013","Female genital mutilation (art. 124)","male","Total","0","0",
"2013","Forced marriage, forced registered partnership (art. 181a)","female","former partnership","2","0","0"
"2013","Forced marriage, forced registered partnership (art. 181a)","female","other family relationship","2","0","0"
"2013","Forced marriage, forced registered partnership (art. 181a)","female","parent-child relationship","2","1","0.5"
"2013","Forced marriage, forced registered partnership (art. 181a)","female","partnership","2","0","0"
"2013","Forced marriage, forced registered partnership (art. 181a)","female","Total","2","1","0.5"
"2013","Forced marriage, forced registered partnership (art. 181a)","male","former partnership","2","0","0"
"2013","Forced marriage, forced registered partnership (art. 181a)","male","other family relationship","2","1","0.5"
"2013","Forced marriage, forced registered partnership (art. 181a)","male","parent-child relationship","2","0","0"
"2013","Forced marriage, forced registered partnership (art. 181a)","male","partnership","2","1","0.5"
"2013","Forced marriage, forced registered partnership (art. 181a)","male","Total","2","2","1"
"2013","Homicides attempted (art. 111-113/116)","female","former partnership","44","3","0.068182"
"2013","Homicides attempted (art. 111-113/116)","female","other family relationship","44","0","0"
"2013","Homicides attempted (art. 111-113/116)","female","parent-child relationship","44","0","0"
"2013","Homicides attempted (art. 111-113/116)","female","partnership","44","3","0.068182"
"2013","Homicides attempted (art. 111-113/116)","female","Total","44","6","0.136364"
"2013","Homicides attempted (art. 111-113/116)","male","former partnership","44","13","0.295455"
"2013","Homicides attempted (art. 111-113/116)","male","other family relationship","44","7","0.159091"
"2013","Homicides attempted (art. 111-113/116)","male","parent-child relationship","44","2","0.045455"
"2013","Homicides attempted (art. 111-113/116)","male","partnership","44","16","0.363636"
"2013","Homicides attempted (art. 111-113/116)","male","Total","44","37","0.840909"
"2013","Homicides completed (art. 111–113/116)","female","former partnership","23","0","0"
"2013","Homicides completed (art. 111–113/116)","female","other family relationship","23","1","0.043478"
"2013","Homicides completed (art. 111–113/116)","female","parent-child relationship","23","0","0"
"2013","Homicides completed (art. 111–113/116)","female","partnership","23","0","0"
"2013","Homicides completed (art. 111–113/116)","female","Total","23","1","0.043478"
"2013","Homicides completed (art. 111–113/116)","male","former partnership","23","4","0.173913"
"2013","Homicides completed (art. 111–113/116)","male","other family relationship","23","2","0.086957"
"2013","Homicides completed (art. 111–113/116)","male","parent-child relationship","23","5","0.217391"
"2013","Homicides completed (art. 111–113/116)","male","partnership","23","10","0.434783"
"2013","Homicides completed (art. 111–113/116)","male","Total","23","21","0.913043"
"2013","Hostage taking (art. 185)","female","former partnership","0","0",
"2013","Hostage taking (art. 185)","female","other family relationship","0","0",
"2013","Hostage taking (art. 185)","female","parent-child relationship","0","0",
"2013","Hostage taking (art. 185)","female","partnership","0","0",
"2013","Hostage taking (art. 185)","female","Total","0","0",
"2013","Hostage taking (art. 185)","male","former partnership","0","0",
"2013","Hostage taking (art. 185)","male","other family relationship","0","0",
"2013","Hostage taking (art. 185)","male","parent-child relationship","0","0",
"2013","Hostage taking (art. 185)","male","partnership","0","0",
"2013","Hostage taking (art. 185)","male","Total","0","0",
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","former partnership","4","0","0"
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","other family relationship","4","0","0"
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","parent-child relationship","4","0","0"
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","partnership","4","0","0"
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","Total","4","0","0"
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","former partnership","4","1","0.25"
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","other family relationship","4","0","0"
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","parent-child relationship","4","0","0"
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","partnership","4","3","0.75"
"2013","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","Total","4","4","1"
"2013","Inciting and assisting suicide (art. 115)","female","former partnership","0","0",
"2013","Inciting and assisting suicide (art. 115)","female","other family relationship","0","0",
"2013","Inciting and assisting suicide (art. 115)","female","parent-child relationship","0","0",
"2013","Inciting and assisting suicide (art. 115)","female","partnership","0","0",
"2013","Inciting and assisting suicide (art. 115)","female","Total","0","0",
"2013","Inciting and assisting suicide (art. 115)","male","former partnership","0","0",
"2013","Inciting and assisting suicide (art. 115)","male","other family relationship","0","0",
"2013","Inciting and assisting suicide (art. 115)","male","parent-child relationship","0","0",
"2013","Inciting and assisting suicide (art. 115)","male","partnership","0","0",
"2013","Inciting and assisting suicide (art. 115)","male","Total","0","0",
"2013","Indecent assault (art. 189)","female","former partnership","145","0","0"
"2013","Indecent assault (art. 189)","female","other family relationship","145","1","0.006897"
"2013","Indecent assault (art. 189)","female","parent-child relationship","145","0","0"
"2013","Indecent assault (art. 189)","female","partnership","145","0","0"
"2013","Indecent assault (art. 189)","female","Total","145","1","0.006897"
"2013","Indecent assault (art. 189)","male","former partnership","145","27","0.186207"
"2013","Indecent assault (art. 189)","male","other family relationship","145","10","0.068966"
"2013","Indecent assault (art. 189)","male","parent-child relationship","145","18","0.124138"
"2013","Indecent assault (art. 189)","male","partnership","145","75","0.517241"
"2013","Indecent assault (art. 189)","male","Total","145","128","0.882759"
"2013","Insult (art. 177)","female","former partnership","2391","142","0.059389"
"2013","Insult (art. 177)","female","other family relationship","2391","77","0.032204"
"2013","Insult (art. 177)","female","parent-child relationship","2391","43","0.017984"
"2013","Insult (art. 177)","female","partnership","2391","232","0.097031"
"2013","Insult (art. 177)","female","Total","2391","484","0.202426"
"2013","Insult (art. 177)","male","former partnership","2391","646","0.27018"
"2013","Insult (art. 177)","male","other family relationship","2391","158","0.066081"
"2013","Insult (art. 177)","male","parent-child relationship","2391","161","0.067336"
"2013","Insult (art. 177)","male","partnership","2391","923","0.386031"
"2013","Insult (art. 177)","male","Total","2391","1821","0.761606"
"2013","Misuse of a telecommunications installation (art. 179septies)","female","former partnership","679","64","0.094256"
"2013","Misuse of a telecommunications installation (art. 179septies)","female","other family relationship","679","17","0.025037"
"2013","Misuse of a telecommunications installation (art. 179septies)","female","parent-child relationship","679","7","0.010309"
"2013","Misuse of a telecommunications installation (art. 179septies)","female","partnership","679","12","0.017673"
